"id","original_code","error_type","error_message","error_line","target_action","fixed_code","complexity"
"29109","let index = 7;
if (index < 5) {
    print(""low"");
 else {
    print(""high"");
}","Syntactic","Expected '}' to close block","4","INSERT_RBRACE","let index = 7;
if (index < 5) {
    print(""low"");
} else {
    print(""high"");
}","medium"
"29110","let x = 1;
let i = 7;
if (x > i) {
    print(""greater"");
    x = x - 1;
} else {
    if (x == i) {
        print(""equal"");
    } else {
        print(""less"");
    }
}
print(x;","Syntactic","Expected ')'","13","INSERT_RPAREN","let x = 1;
let i = 7;
if (x > i) {
    print(""greater"");
    x = x - 1;
} else {
    if (x == i) {
        print(""equal"");
    } else {
        print(""less"");
    }
}
print(x);","long"
"29111","let k = 0;
while (k < 7) {
    if (k > 3) {
        print(k);
    }
    k = k + 1;
","Syntactic","Expected '}' to close block","7","INSERT_RBRACE","let k = 0;
while (k < 7) {
    if (k > 3) {
        print(k);
    }
    k = k + 1;
}","medium"
"29112","let k = 0;
let k = 0;
let index = 10;
let sum = 0;
while (k < index) {
    if (k > 5) {
        sum = sum + k;
    } else {
        sum = sum + index;
    }
    k = k + 1;
}
print(sum);","Semantic","Variable 'k' already declared","2","REMOVE_LET_OR_RENAME","let k = 0;
k = 0;
let index = 10;
let sum = 0;
while (k < index) {
    if (k > 5) {
        sum = sum + k;
    } else {
        sum = sum + index;
    }
    k = k + 1;
}
print(sum);","long"
"29113","let k = 15;
let k = 15;
if (k > 0) {
    print(k);
}","Semantic","Variable 'k' already declared","2","REMOVE_LET_OR_RENAME","let k = 15;
k = 15;
if (k > 0) {
    print(k);
}","medium"
"29114","let j = 3;
let value = j * 2;
print(value)#;","Lexical","Unexpected character '#'","3","DELETE_CHAR_AT_INDEX","let j = 3;
let value = j * 2;
print(value);","short"
"29115","for (let x = 0; x < 10; x = x + 1) {
    let i = x * 99;
print(""hello);
}","Lexical","Unterminated string","3","INSERT_QUOTE","for (let x = 0; x < 10; x = x + 1) {
    let i = x * 99;
print(""hello"");
}","medium"
"29116","let player = 0;
let player = 0;
while (player < 1) {
    if (player > 3) {
        print(player);
    }
    player = player + 1;
}","Semantic","Variable 'player' already declared","2","REMOVE_LET_OR_RENAME","let player = 0;
player = 0;
while (player < 1) {
    if (player > 3) {
        print(player);
    }
    player = player + 1;
}","medium"
"29117","for (let sum = 0; sum < 10; sum = sum + 1) {
    let x = sum * 5;
    print(x;
}","Syntactic","Expected ')'","3","INSERT_RPAREN","for (let sum = 0; sum < 10; sum = sum + 1) {
    let x = sum * 5;
    print(x);
}","medium"
"29118","let n = 15;
let min = n * 2@;
print(min);","Lexical","Unexpected character '@'","2","DELETE_CHAR_AT_INDEX","let n = 15;
let min = n * 2;
print(min);","short"
"29119","print(""hello);
let arr = count * 2;
print(arr);","Lexical","Unterminated string","1","INSERT_QUOTE","print(""hello"");
let arr = count * 2;
print(arr);","short"
"29120","let arr = [20, 15, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let i = max;
print(i);
if (i == 0) {
    print(""Zero"")?;
}","Lexical","Unexpected character '?'","11","DELETE_CHAR_AT_INDEX","let arr = [20, 15, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let i = max;
print(i);
if (i == 0) {
    print(""Zero"");
}","long"
"29121","let target = 15;
let value = target + 5?;
print(value);","Lexical","Unexpected character '?'","2","DELETE_CHAR_AT_INDEX","let target = 15;
let value = target + 5;
print(value);","short"
"29122","let target = 0;
let target = 0;
let value = 0;
while (value < target) {
    value = value + 1;
}
print(value);","Semantic","Variable 'target' already declared","2","REMOVE_LET_OR_RENAME","let target = 0;
target = 0;
let value = 0;
while (value < target) {
    value = value + 1;
}
print(value);","medium"
"29123","for (let index = 0; index < 10; index = index + 1) {
    let size = index * 10;
    print(size)
}","Syntactic","Expected ';' after print statement","3","INSERT_SEMICOLON","for (let index = 0; index < 10; index = index + 1) {
    let size = index * 10;
    print(size);
}","medium"
"29124","let found = 1;
let x = 5;
if (found > x) {
    print(""greater"");
    found = found - 1;
} else {#
    if (found == x) {
        print(""equal"");
    } else {
        print(""less"");
    }
}
print(found);","Lexical","Unexpected character '#'","6","DELETE_CHAR_AT_INDEX","let found = 1;
let x = 5;
if (found > x) {
    print(""greater"");
    found = found - 1;
} else {
    if (found == x) {
        print(""equal"");
    } else {
        print(""less"");
    }
}
print(found);","long"
"29125","let size = 10;
if (size < 5) {?
    print(""low"");
} else {
    print(""high"");
}","Lexical","Unexpected character '?'","2","DELETE_CHAR_AT_INDEX","let size = 10;
if (size < 5) {
    print(""low"");
} else {
    print(""high"");
}","medium"
"29126","let result = 3;
let n = 99;
if (result > n) {
    print(""greater"");
    result = result - 1;
} else {
    if (result == n) {
        print(""equal"");
    } else {
        print(""less"");
    }

print(result);","Syntactic","Expected '}' to close block","12","INSERT_RBRACE","let result = 3;
let n = 99;
if (result > n) {
    print(""greater"");
    result = result - 1;
} else {
    if (result == n) {
        print(""equal"");
    } else {
        print(""less"");
    }
}
print(result);","long"
"29127","let score = 100;
let size = score + 99^;
print(size);","Lexical","Unexpected character '^'","2","DELETE_CHAR_AT_INDEX","let score = 100;
let size = score + 99;
print(size);","short"
"29128","let name = 15
let result = name * 2;
print(result);","Syntactic","Expected ';' after variable declaration","1","INSERT_SEMICOLON","let name = 15;
let result = name * 2;
print(result);","short"
"29129","let k = [10, 20, 30, 40, 50];
let result = 30;
let data = 0;
for (let i = 0; i < 5; i = i + 1 {
    if (k[i] == result) {
        data = 1;
    }
}
if (data == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","Syntactic","Expected ')'","4","INSERT_RPAREN","let k = [10, 20, 30, 40, 50];
let result = 30;
let data = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (k[i] == result) {
        data = 1;
    }
}
if (data == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","long"
"29130","let total = 42;
if (total < 5) {
    print(""low"");
} else {
    print(""high"");
}?","Lexical","Unexpected character '?'","6","DELETE_CHAR_AT_INDEX","let total = 42;
if (total < 5) {
    print(""low"");
} else {
    print(""high"");
}","medium"
"29131","let sum = 0;
let sum = 0;
while (sum < 100) {
    print(sum);
    sum = sum + 1;
}","Semantic","Variable 'sum' already declared","2","REMOVE_LET_OR_RENAME","let sum = 0;
sum = 0;
while (sum < 100) {
    print(sum);
    sum = sum + 1;
}","medium"
"29132","let total = 0;
let min = total * 2;
print(min;","Syntactic","Expected ')'","3","INSERT_RPAREN","let total = 0;
let min = total * 2;
print(min);","short"
"29133","k = 0;
for (let i = 0; i < 2; i = i + 1) {
    for (let j = 0; j < 7; j = j + 1) {
        k = k + 1;
    }
}
print(k);","Semantic","Variable 'k' used before declaration","1","PREPEND_LET","let k = 0;
for (let i = 0; i < 2; i = i + 1) {
    for (let j = 0; j < 7; j = j + 1) {
        k = k + 1;
    }
}
print(k);","medium"
"29134","let sum = 42;
let x = 0;
while (x < sum) {
    x = x + 1;
}
print(x)","Syntactic","Expected ';' after print statement","6","INSERT_SEMICOLON","let sum = 42;
let x = 0;
while (x < sum) {
    x = x + 1;
}
print(x);","medium"
"29135","let arr = [42, 20, 0, 5, 9];
let arr = [42, 20, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let player = max;
print(player);
if (player == 0) {
    print(""Zero"");
}","Semantic","Variable 'arr' already declared","2","REMOVE_LET_OR_RENAME","let arr = [42, 20, 0, 5, 9];
arr = [42, 20, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let player = max;
print(player);
if (player == 0) {
    print(""Zero"");
}","long"
"29136","temp = [3, 20, 0];
print(temp[1]);","Semantic","Variable 'temp' used before declaration","1","PREPEND_LET","let temp = [3, 20, 0];
print(temp[1]);","short"
"29137","let arr = [15, 42, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j]$;
    }
}
let i = max;
print(i);
if (i == 0) {
    print(""Zero"");
}","Lexical","Unexpected character '$'","5","DELETE_CHAR_AT_INDEX","let arr = [15, 42, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let i = max;
print(i);
if (i == 0) {
    print(""Zero"");
}","long"
"29138","let min = 15
if (min > 0) {
    print(min);
}","Syntactic","Expected ';' after variable declaration","1","INSERT_SEMICOLON","let min = 15;
if (min > 0) {
    print(min);
}","medium"
"29139","let count = 0;
count[0] = 1;
while (count < 2) {
    print(count);
    count = count + 1;
}","Semantic","'count' is not an array","2","MAKE_ARRAY","let count = [0, 0];
count[0] = 1;
while (count < 2) {
    print(count);
    count = count + 1;
}","medium"
"29140","let j = 0;
while (j < 2) {
    for (let k = 0; k < 5; k = k + 1) {
        print(k);
    }
    j = j + 1;
}
print(""hello);","Lexical","Unterminated string","8","INSERT_QUOTE","let j = 0;
while (j < 2) {
    for (let k = 0; k < 5; k = k + 1) {
        print(k);
    }
    j = j + 1;
}
print(""hello"");","medium"
"29141","let size = 10;
size[0] = 1;
if (size < 5) {
    print(""low"");
} else {
    print(""high"");
}","Semantic","'size' is not an array","2","MAKE_ARRAY","let size = [0, 0];
size[0] = 1;
if (size < 5) {
    print(""low"");
} else {
    print(""high"");
}","medium"
"29142","let count = 42;
if (count > 0) {
    print(count);
print(""hello);","Lexical","Unterminated string","4","INSERT_QUOTE","let count = 42;
if (count > 0) {
    print(count);
print(""hello"");","medium"
"29143","let player = 0?;
print(player);","Lexical","Unexpected character '?'","1","DELETE_CHAR_AT_INDEX","let player = 0;
print(player);","short"
"29144","let y = 42;
if (y > 0 {
    print(y);
}","Syntactic","Expected ')'","2","INSERT_RPAREN","let y = 42;
if (y > 0) {
    print(y);
}","medium"
"29145","let result = 7;
let result = 7;
let index = result * 2;
print(index);","Semantic","Variable 'result' already declared","2","REMOVE_LET_OR_RENAME","let result = 7;
result = 7;
let index = result * 2;
print(index);","medium"
"29146","let arr = [3, 7, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j]
    }
}
let player = max;
print(player);
if (player == 0) {
    print(""Zero"");
}","Syntactic","Expected ';' after assignment","5","INSERT_SEMICOLON","let arr = [3, 7, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let player = max;
print(player);
if (player == 0) {
    print(""Zero"");
}","long"
"29147","let k = [10, 20, 30, 40, 50];
let index = 30;
let max = 0
for (let i = 0; i < 5; i = i + 1) {
    if (k[i] == index) {
        max = 1;
    }
}
if (max == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","Syntactic","Expected ';' after variable declaration","3","INSERT_SEMICOLON","let k = [10, 20, 30, 40, 50];
let index = 30;
let max = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (k[i] == index) {
        max = 1;
    }
}
if (max == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","long"
"29148","j = 0;
for (let i = 0; i < 42; i = i + 1) {
    for (let j = 0; j < 0; j = j + 1) {
        j = j + 1;
    }
}
print(j);","Semantic","Variable 'j' used before declaration","1","PREPEND_LET","let j = 0;
for (let i = 0; i < 42; i = i + 1) {
    for (let j = 0; j < 0; j = j + 1) {
        j = j + 1;
    }
}
print(j);","medium"
"29149","for (let k = 0; k < 10; k = k + 1) {
for (let k = 0; k < 10; k = k + 1) {
    if (k > 2) {
        print(k);
    }
}","Semantic","Variable 'k' already declared","2","REMOVE_LET_OR_RENAME","for (let k = 0; k < 10; k = k + 1) {
for (k = 0; k < 10; k = k + 1) {
    if (k > 2) {
        print(k);
    }
}","medium"
"29150","let k = 2;
if (k > 0) {
    print(k);
","Syntactic","Expected '}' to close block","4","INSERT_RBRACE","let k = 2;
if (k > 0) {
    print(k);
}","short"
"29151","let player = [15, 2, 0];
print(player[1])~;","Lexical","Unexpected character '~'","2","DELETE_CHAR_AT_INDEX","let player = [15, 2, 0];
print(player[1]);","short"
"29152","let name = 2;
let max = 0;
while (max < name) {
    max = max + 1;

print(max);","Syntactic","Expected '}' to close block","5","INSERT_RBRACE","let name = 2;
let max = 0;
while (max < name) {
    max = max + 1;
}
print(max);","medium"
"29153","arr = 0;
for (let i = 0; i < 1; i = i + 1) {
    for (let j = 0; j < 10; j = j + 1) {
        arr = arr + 1;
    }
}
print(arr);","Semantic","Variable 'arr' used before declaration","1","PREPEND_LET","let arr = 0;
for (let i = 0; i < 1; i = i + 1) {
    for (let j = 0; j < 10; j = j + 1) {
        arr = arr + 1;
    }
}
print(arr);","medium"
"29154","let x = 15#;
let index = x + 20;
print(index);","Lexical","Unexpected character '#'","1","DELETE_CHAR_AT_INDEX","let x = 15;
let index = x + 20;
print(index);","short"
"29155","arr = 2;
let value = 0;
while (value < arr) {
    value = value + 1;
}
print(value);","Semantic","Variable 'arr' used before declaration","1","PREPEND_LET","let arr = 2;
let value = 0;
while (value < arr) {
    value = value + 1;
}
print(value);","medium"
"29156","let result = 0;
for (let i = 0; i < 5; i = i + 1) {
    for (let j = 0; j < 0; j = j + 1) {
        result = result + 1;
    }
}@
print(result);","Lexical","Unexpected character '@'","6","DELETE_CHAR_AT_INDEX","let result = 0;
for (let i = 0; i < 5; i = i + 1) {
    for (let j = 0; j < 0; j = j + 1) {
        result = result + 1;
    }
}
print(result);","medium"
"29157","let total = 0;
print(total)`;","Lexical","Unexpected character '`'","2","DELETE_CHAR_AT_INDEX","let total = 0;
print(total);","short"
"29158","for (let arr = 0; arr < 10; arr = arr + 1) {
arr[0] = 1;
    let score = arr * 99;
    print(score);
}","Semantic","'arr' is not an array","2","MAKE_ARRAY","for (let arr = [0, 0]; = arr + 1) {
arr[0] = 1;
    let score = arr * 99;
    print(score);
}","medium"
"29159","let max = 100
print(max);","Syntactic","Expected ';' after variable declaration","1","INSERT_SEMICOLON","let max = 100;
print(max);","short"
"29160","let min = 0;
while (min < 1) {
    if (min > 3) {
        print(min);
    }
    min = min + 1;
}$","Lexical","Unexpected character '$'","7","DELETE_CHAR_AT_INDEX","let min = 0;
while (min < 1) {
    if (min > 3) {
        print(min);
    }
    min = min + 1;
}","medium"
"29161","let result = 20;
print(""hello);
if (result > found) {
    print(""greater"");
    result = result - 1;
} else {
    if (result == found) {
        print(""equal"");
    } else {
        print(""less"");
    }
}
print(result);","Lexical","Unterminated string","2","INSERT_QUOTE","let result = 20;
print(""hello"");
if (result > found) {
    print(""greater"");
    result = result - 1;
} else {
    if (result == found) {
        print(""equal"");
    } else {
        print(""less"");
    }
}
print(result);","long"
"29162","let sum = 7
let count = sum + 7;
print(count);","Syntactic","Expected ';' after variable declaration","1","INSERT_SEMICOLON","let sum = 7;
let count = sum + 7;
print(count);","short"
"29163","let found = 0;
while (found < 7) {
    print(found);
    found = found + 1;
}?","Lexical","Unexpected character '?'","5","DELETE_CHAR_AT_INDEX","let found = 0;
while (found < 7) {
    print(found);
    found = found + 1;
}","medium"
"29164","let flag = 42;
if (flag < 5) {
    print(""low"");
} else {
print(""hello);
}","Lexical","Unterminated string","5","INSERT_QUOTE","let flag = 42;
if (flag < 5) {
    print(""low"");
} else {
print(""hello"");
}","medium"
"29165","player = 0;
while (player < 2) {
    print(player);
    player = player + 1;
}","Semantic","Variable 'player' used before declaration","1","PREPEND_LET","let player = 0;
while (player < 2) {
    print(player);
    player = player + 1;
}","medium"
